	topic	sentence_1	sentence_2	label
1252	Genetic diagnosis	These data illustrate how WGS can be used to improve our ability to discover patients' cancer genetic risks.	It could also simplify intellectual property issues surrounding genome-wide clinical sequencing, which can generate results for genes covered by intellectual property.	NS
1253	Genetic diagnosis	It could also simplify intellectual property issues surrounding genome-wide clinical sequencing, which can generate results for genes covered by intellectual property.	* Munne S, Fischer J, Warner A, Chen S, Zouves C, Cohen J. Preimplantation genetic diagnosis significantly reduces pregnancy loss in infertile couples: a multicenter study.	DTORCD
1254	Genetic diagnosis	Delayed diagnosis , after irreversible organ damage has occurred, especially neurological damage, disease reoccurrence and pre-transplant mortality, remain a concern.	This document contains an update primarily of infections caused by influenza viruses, and secondarily, infections due to other conventional and emerging respiratory viruses.	DTORCD
1255	Genetic diagnosis	A high risk for genetic disease in the child or a high likelihood for stillbirth or miscarriage is a prerequisite for PID.	Obstacles to Getting a Diagnosis Since the symptoms of DM often mimic more common diseases, many potential causes need to be ruled out through medical testing.	NS
1256	Genetic diagnosis	In genetic diseases for which treatments exist, rapid diagnosis is critical for neonatal interventions.	Syncope units have been shown to improve the rate of diagnosis while reducing cost and thus are highly recommended.	NS
1257	Genetic diagnosis	Identification of BRCA mutations greatly improves the preventive strategies and management of breast cancer.	Thus, prenatal diagnosis can save money by preventing the birth of defective and costly children.	NS
1258	Genetic diagnosis	Moreover, the diagnosis of MFS-whether or not established correctly-can be stigmatising, hamper career aspirations, restrict life insurance opportunities, and cause psychosocial burden.	A high risk for genetic disease in the child or a high likelihood for stillbirth or miscarriage is a prerequisite for PID.	NS
1259	Genetic diagnosis	However, in the U.S. there is a dearth of public awareness of the potentially harmful repercussions of GMO products.	Also contributing to this decline in North America and Europe has been the fact that most technically attractive sites have already been developed.	DTORCD
1260	Genetic diagnosis	Making a genetic diagnosis improves overall patient care by enhancing prognosis and recurrence risk counseling and informing treatment decisions.	Further improvements in computer dermoscopy systems and their competent use in clinical settings certainly have the potential to support efforts of improving this situation.	DTORCD
1261	Genetic diagnosis	An exact diagnosis also improves clinical management by alerting doctors to associated health problems, such as cardiac issues.	From testing and diagnosis to leading-edge therapies, our expert doctors and genetic counselors can help you manage a hereditary condition and optimize your health.	NS
1262	Genetic diagnosis	Making a genetic diagnosis improves overall patient care by enhancing prognosis and recurrence risk counseling and informing treatment decisions.	Diagnosis can improve care by avoiding unnecessary medical investigations, predicting the risk to future children and improving access to social care.	SS
1263	Genetic diagnosis	Recent medical advances have created effective treatments for many genetic diseases.	Good genetic tests could help with diagnosis, identification of high-risk individuals who might benefit from primary prevention, and treatment planning.	NS
1264	Genetic diagnosis	Genetic testing can also optimize clinical care by allowing patients to take advantage of emerging targeted therapeutics.	* Munne S, Fischer J, Warner A, Chen S, Zouves C, Cohen J. Preimplantation genetic diagnosis significantly reduces pregnancy loss in infertile couples: a multicenter study.	NS
1265	Genetic diagnosis	In genetic diseases for which treatments exist, rapid diagnosis is critical for neonatal interventions.	Genetic prenatal diagnosis The development of genetic and molecular biology methods has opened up new opportunities in genetic prenatal diagnosis.	HS
1266	Genetic diagnosis	However, they are not as efficient as battery electric vehicles which consume much less energy.	With this you can be sure that the consistently high quality of our products is maintained or even improved.	DTORCD
1267	Genetic diagnosis	""" [Show abstract] [Hide abstract] ABSTRACT: Mitochondrial disease can be a devastating, degenerative illness, with limited treatment and no cure."	PMID:26549687Obstructive sleep apnea (OSA) is a clinically significant condition associated with an increase in cardiovascular risk, daytime sleepiness and in risk of accidents.	DTORCD
1268	Genetic diagnosis	The detection of specific diagnostic translocations will thus provide additional information and allows a precise cytologic diagnosis .	Sequencing can boost genetic diagnosis for learning disability Efforts to identify genetic causes of learning disability suggest much higher rates of diagnosis may be feasible.	NS
1269	Genetic diagnosis	""" [Show abstract] [Hide abstract] ABSTRACT: Mitochondrial disease can be a devastating, degenerative illness, with limited treatment and no cure."	A high risk for genetic disease in the child or a high likelihood for stillbirth or miscarriage is a prerequisite for PID.	NS
1270	Genetic diagnosis	Despite these significant advances in molecular technologies and testing capabilities, clinical genetics laboratories historically have been centered on mutation detection for Mendelian disorders.	* Munne S, Fischer J, Warner A, Chen S, Zouves C, Cohen J. Preimplantation genetic diagnosis significantly reduces pregnancy loss in infertile couples: a multicenter study.	NS
1271	Genetic diagnosis	The detection of specific diagnostic translocations will thus provide additional information and allows a precise cytologic diagnosis .	Further improvements in computer dermoscopy systems and their competent use in clinical settings certainly have the potential to support efforts of improving this situation.	NS
1272	Genetic diagnosis	Good genetic tests could help with diagnosis, identification of high-risk individuals who might benefit from primary prevention, and treatment planning.	Rapid gene-maps for newborns promise to cut diagnosis times to two-and-a-half days for many dangerous genetic ailments, , researchers reported on Wednesday.	SS
1273	Genetic diagnosis	Recent medical advances have created effective treatments for many genetic diseases.	Despite these significant advances in molecular technologies and testing capabilities, clinical genetics laboratories historically have been centered on mutation detection for Mendelian disorders.	SS
1274	Genetic diagnosis	In genetic diseases for which treatments exist, rapid diagnosis is critical for neonatal interventions.	It allows the families that have experiences with heredity diseases and genetic disorders to have a healthy child.	SS
1275	Genetic diagnosis	An exact diagnosis also improves clinical management by alerting doctors to associated health problems, such as cardiac issues.	Further improvements in computer dermoscopy systems and their competent use in clinical settings certainly have the potential to support efforts of improving this situation.	NS
1276	Genetic diagnosis	Space requirements are also considered constraints to installation.	 Software experts have demonstrated the hackability of various systems, even without having full knowledge of those systems.	DTORCD
1277	Genetic diagnosis	In genetic diseases for which treatments exist, rapid diagnosis is critical for neonatal interventions.	Rapid gene-maps for newborns promise to cut diagnosis times to two-and-a-half days for many dangerous genetic ailments, , researchers reported on Wednesday.	SS
1278	Genetic diagnosis	As the field of genetic counseling expands, specialty areas are increasing, creating new opportunities for genetic counselors.	"Professor Martin Rossor, BRU Director, said, ""'This technology will revolutionise our ability to provide a rapid and cost effective diagnosis."	NS
1279	Genetic diagnosis	A high risk for genetic disease in the child or a high likelihood for stillbirth or miscarriage is a prerequisite for PID.	A diagnosis of vision loss often negatively impacts psychosocial and social well-being, and patients need assistance coping with their diagnosis [37] .	NS
1280	Geoengineering	These extreme geoengineering approaches are potentially hazardous, however, as blocking sunlight can alter rainfall patterns and even damage the ozone layer , Moore says.	If countries deploy geoengineering hastily, without understanding the risks involved, they will be rolling a dice on causing further damage to the atmosphere and the environment.	HS
1281	Geoengineering	But such so-called sunshade geoengineering could have unintended consequences for climate, and especially for precipitation.	And in particular, if this is a vulnerable region with subsistence farming prevailing, then this may pose a risk to food security on the local scale.	NS
1282	Geoengineering	Moreover, deliberately meddling with the climate system to counteract our prior inadvertent interference could have disastrous unintended side effects.	The recent United Nations climate conference in Doha has demonstrated again that the UN climate negotiations are proving too slow in reducing global greenhouse gas emissions.	NS
1283	Geoengineering	To this day, the actual extent of potential impacts, opportunities, risks, and costs of geoengineering is unknown.	The Society notes that geoengineering must be viewed with caution because manipulating the Earth system has considerable potential to trigger adverse and unpredictable consequences.	HS
1284	Geoengineering	One country's experiments could have devastating effects on other countries and the global climate system .	srfingerbut if its cheap and easy to treat the symptoms, then do you really need to create incredibly disruptive and costly regulations to treat the disease?	DTORCD
1285	Geoengineering	Ocean fertilisation could damage ocean ecosystems, increase ocean acidification and deplete the ocean of oxygen.	"scientists warn that ""it could have unpredictable, disastrous consequences for the Earth's weather systems and food supplies,"" the Guardian notes."	NS
1286	Geoengineering	However, to date there has been very little research carried out to evaluate the potential hazards of geoengineering schemes on these sensitive ecosystems.	These extreme geoengineering approaches are potentially hazardous, however, as blocking sunlight can alter rainfall patterns and even damage the ozone layer , Moore says.	SS
1287	Geoengineering	Lead acid batteries can be recycled by contacting the Department of Environmental Safety at 301.405.3960.	In virtual reality, students have the ability topush two molecules together with their own hands, with theperspective of being the size of a molecule.	DTORCD
1288	Geoengineering	Ocean fertilisation could cause damage to ocean ecosystems, increase ocean acidification and deplete the ocean of oxygen.	Climate Change & Stratospheric Geoengineering The rising temperatures of global climate change pose great risks to humanity and ecosystems.	NS
1289	Geoengineering	Current antiretroviral therapies are expensive, have unpleasant side effects and do not provide a fully effective cure; nevertheless, they do dramatically increase survival rates.	Across all four models tested, the researchers showed that geoengineering could lead to adverse effects on the Earth's climate, including a reduction in global rainfall.	DTORCD
1290	Geoengineering	Additionally, SRM approaches generally have greater potential to cause uneven environmental impacts beyond national or regional boundaries.	Current antiretroviral therapies are expensive, have unpleasant side effects and do not provide a fully effective cure; nevertheless, they do dramatically increase survival rates.	DTORCD
1291	Geoengineering	But such so-called sunshade geoengineering could have unintended consequences for climate, and especially for precipitation.	Moreover, deliberately meddling with the climate system to counteract our prior inadvertent interference could have disastrous unintended side effects.	HS
1292	Geoengineering	Researchers who study the ocean have warned that such experiments could have unknown, potentially harmful effects on marine ecosystems.	Because the effects of geoengineering could be unpredictable and variable, improved conditions in some parts of the world could be accompanied by worse conditions elsewhere.	SS
1293	Geoengineering	Precedents for International Liability Researchers have identified many possible effects of solar geoengineering that could pose risks across international borders.	The project carries with it a tremendous range of uncertainties, ethical and political concerns, and the potential for catastrophic environmental side effects.	SS
1294	Geoengineering	The project carries with it a tremendous range of uncertainties, ethical and political concerns, and the potential for catastrophic environmental side effects.	The consequences are enormous for human health, tree and plant health (lack of photosynthesis), oceans, weather, climate, solar power production, and crop production.	SS
1295	Geoengineering	Or at least no technological solution that produces the same results as animal testing.	Mo Social is enterprise Mobile Social Networking software & powerful Social discovery community platform.	DTORCD
1296	Geoengineering	These extreme geoengineering approaches are potentially hazardous, however, as blocking sunlight can alter rainfall patterns and even damage the ozone layer , Moore says.	Because the effects of geoengineering could be unpredictable and variable, improved conditions in some parts of the world could be accompanied by worse conditions elsewhere.	SS
1297	Geoengineering	Additionally, SRM approaches generally have greater potential to cause uneven environmental impacts beyond national or regional boundaries.	Mitigation efforts so far have been limited in magnitude, tentative in implementation, and insufficient for slowing climate change enough to avoid potentially serious impacts.	NS
1298	Geoengineering	The project carries with it a tremendous range of uncertainties, ethical and political concerns, and the potential for catastrophic environmental side effects.	If countries deploy geo-engineering hastily, without understanding the risks involved, they will be rolling a dice on causing further damage to the atmosphere and the environment.	SS
1299	Geoengineering	* Solar Radiation Management Risks vs Atmospheric Carbon Removal (CDR) problems - risky?	There is precedent for governing dangerous human inventions, such as ozone depleting substances and nuclear weapons.	NS
1300	Geoengineering	Because the effects of geoengineering could be unpredictable and variable, improved conditions in some parts of the world could be accompanied by worse conditions elsewhere.	If countries deploy geoengineering hastily, without understanding the risks involved, they will be rolling a dice on causing further damage to the atmosphere and the environment.	SS
1301	Geoengineering	There are other purposes, including weather control, drought, crop destruction, profit, public poisoning, reducing intelligence for mind control and depopulation.	Mitigation efforts so far have been limited in magnitude, tentative in implementation, and insufficient for slowing climate change enough to avoid potentially serious impacts.	NS
1302	Geoengineering	* Solar Radiation Management Risks vs Atmospheric Carbon Removal (CDR) problems - risky?	Termination Effect - The rapid climate effects of suddenly stopping solar radiation management in the face of some unforeseen harmful side-effect or political crisis.	SS
1303	Geoengineering	* Solar Radiation Management Risks vs Atmospheric Carbon Removal (CDR) problems - risky?	Implications: The artificial manipulation of radiation could wreak havoc on the fragile balance of complex ecosystems that have taken millennia to evolve.	SS
1304	Geoengineering	Additionally, SRM approaches generally have greater potential to cause uneven environmental impacts beyond national or regional boundaries.	Researchers who study the ocean have warned that such experiments could have unknown, potentially harmful effects on marine ecosystems.	SS
1305	Geoengineering	"If you can't connect something then it is not part of the larger Internet of Things,"" Kerravala said."	There may be no clinical symptoms of the disease for many decades after a positive test for the presence of the genetic variant.	DTORCD
1306	Geoengineering	Ocean fertilisation could damage ocean ecosystems, increase ocean acidification and deplete the ocean of oxygen.	"Risks include widespread drought, substantial ozone depletion, disrupting the ""global atmospheric electrical circuit,"" and even increasing greenhouse gases because of chemical changes to the atmosphere."	NS
1307	Geoengineering	These extreme geoengineering approaches are potentially hazardous, however, as blocking sunlight can alter rainfall patterns and even damage the ozone layer , Moore says.	114 Even if there are not extreme consequences, reduced evaporation (and hence precipitation) is a likely consequence with possible negative effects on freshwater availability.115	SS
1308	Geoengineering	* Solar Radiation Management Risks vs Atmospheric Carbon Removal (CDR) problems - risky?	Ocean fertilisation could cause damage to ocean ecosystems, increase ocean acidification and deplete the ocean of oxygen.	NS
1309	Geoengineering	Some environmentalists even fear the technology could be weaponized and used to create disastrous weather patterns.	These extreme geoengineering approaches are potentially hazardous, however, as blocking sunlight can alter rainfall patterns and even damage the ozone layer , Moore says.	SS
1310	Geoengineering	At the same time, geoengineering is vulnerable to mismanagement and may have consequences that are unacceptable to society.	Because the effects of geoengineering could be unpredictable and variable, improved conditions in some parts of the world could be accompanied by worse conditions elsewhere.	SS
1311	Geoengineering	srfingerbut if its cheap and easy to treat the symptoms, then do you really need to create incredibly disruptive and costly regulations to treat the disease?	And in particular, if this is a vulnerable region with subsistence farming prevailing, then this may pose a risk to food security on the local scale.	DTORCD
1312	Geoengineering	Climate Change & Stratospheric Geoengineering The rising temperatures of global climate change pose great risks to humanity and ecosystems.	The project carries with it a tremendous range of uncertainties, ethical and political concerns, and the potential for catastrophic environmental side effects.	HS
1313	Geoengineering	First, failure to address the non-temperature impacts of CO2 and other GHG emissions will cause great ecological and economic harm.	In particular, any further devastating climate impacts, particularly to vulnerable low-lying developing countries, may draw new calls for geoengineering research or interventions.	DTORCD
1314	Geoengineering	In particular, any further devastating climate impacts, particularly to vulnerable low-lying developing countries, may draw new calls for geoengineering research or interventions.	Across all four models tested, the researchers showed that geoengineering could lead to adverse effects on the Earth's climate, including a reduction in global rainfall.	NS
1315	Geoengineering	However, this ex vivo approach is not feasible for many human genetic diseases, which affect whole organ systems.	Most organizations agree that animal testing produces valuable information on how new drugs act when they are introduced into the body.	DTORCD
1316	Geoengineering	One country's experiments could have devastating effects on other countries and the global climate system .	If countries deploy geoengineering hastily, without understanding the risks involved, they will be rolling a dice on causing further damage to the atmosphere and the environment.	HS
1317	Geoengineering	At the same time, geoengineering is vulnerable to mismanagement and may have consequences that are unacceptable to society.	The Society notes that geoengineering must be viewed with caution because manipulating the Earth system has considerable potential to trigger adverse and unpredictable consequences.	HS
1318	Geoengineering	"""Reducing greenhouse gas emissions is therefore likely a safer option than geoengineering to avert risks to global food security."""	And therefore we believe that the safest option how to reduce risks in global food security is to reduce emissions of greenhouse gases.	HS
1319	Geoengineering	There are other purposes, including weather control, drought, crop destruction, profit, public poisoning, reducing intelligence for mind control and depopulation.	First, failure to address the non-temperature impacts of CO2 and other GHG emissions will cause great ecological and economic harm.	NS
1320	Geoengineering	First, failure to address the non-temperature impacts of CO2 and other GHG emissions will cause great ecological and economic harm.	Geoengineering poses tremendous risks to biodiversity and ecosystems depended upon for food, livelihood and survival by marginalized local and indigenous communities in developing countries.	NS
1321	Geoengineering	But such so-called sunshade geoengineering could have unintended consequences for climate, and especially for precipitation.	Across all four models tested, the researchers showed that geoengineering could lead to adverse effects on the Earth's climate, including a reduction in global rainfall.	HS
1322	Geoengineering	But such so-called sunshade geoengineering could have unintended consequences for climate, and especially for precipitation.	If countries deploy geoengineering hastily, without understanding the risks involved, they will be rolling a dice on causing further damage to the atmosphere and the environment.	HS
1323	Geoengineering	* Solar Radiation Management Risks vs Atmospheric Carbon Removal (CDR) problems - risky?	Researchers who study the ocean have warned that such experiments could have unknown, potentially harmful effects on marine ecosystems.	NS
1324	Geoengineering	"Risks include widespread drought, substantial ozone depletion, disrupting the ""global atmospheric electrical circuit,"" and even increasing greenhouse gases because of chemical changes to the atmosphere."	The recent United Nations climate conference in Doha has demonstrated again that the UN climate negotiations are proving too slow in reducing global greenhouse gas emissions.	NS
1325	Geoengineering	These extreme geoengineering approaches are potentially hazardous, however, as blocking sunlight can alter rainfall patterns and even damage the ozone layer , Moore says.	The deployment of geoengineering technologies may present the only chance for some especially vulnerable ecosystems to maintain their integrity in the face of irreversible damage.	NS
1326	Geoengineering	* Solar Radiation Management Risks vs Atmospheric Carbon Removal (CDR) problems - risky?	Because the effects of geoengineering could be unpredictable and variable, improved conditions in some parts of the world could be accompanied by worse conditions elsewhere.	SS
1327	Geoengineering	Researchers who study the ocean have warned that such experiments could have unknown, potentially harmful effects on marine ecosystems.	The project carries with it a tremendous range of uncertainties, ethical and political concerns, and the potential for catastrophic environmental side effects.	SS
1328	Geoengineering	the beneficiaries of biofuels in Africa primarily will be those who use urban transportation.	This article reviews the technique, indications, benefits, and limitations of pre-implantation genetic testing in clinical practice.	DTORCD
1329	Geoengineering	First, failure to address the non-temperature impacts of CO2 and other GHG emissions will cause great ecological and economic harm.	"Risks include widespread drought, substantial ozone depletion, disrupting the ""global atmospheric electrical circuit,"" and even increasing greenhouse gases because of chemical changes to the atmosphere."	NS
1330	Geoengineering	In Canada, offshore drilling is a major factor of life, especially in the Canadian Arctic.	AR.Drone generates its own Wi-Fi network (no need for an Internet connection nor a router) at which you simply connect an i Pod touch or i Phone.	DTORCD
1331	Geoengineering	Ocean fertilisation could damage ocean ecosystems, increase ocean acidification and deplete the ocean of oxygen.	Termination Effect - The rapid climate effects of suddenly stopping solar radiation management in the face of some unforeseen harmful side-effect or political crisis.	NS
1332	Geoengineering	But there is substantial agreement that the impacts could become dangerous over the decades ahead.	Mitigation efforts so far have been limited in magnitude, tentative in implementation, and insufficient for slowing climate change enough to avoid potentially serious impacts.	SS
1333	Geoengineering	Precedents for International Liability Researchers have identified many possible effects of solar geoengineering that could pose risks across international borders.	He added that non-public SRM research would exacerbate international mistrust about unilateral control, provoking such disputes and potentially sparking a proliferation of similarly closed programs.	NS
1334	Geoengineering	114 Even if there are not extreme consequences, reduced evaporation (and hence precipitation) is a likely consequence with possible negative effects on freshwater availability.115	Because the effects of geoengineering could be unpredictable and variable, improved conditions in some parts of the world could be accompanied by worse conditions elsewhere.	NS
1335	Geoengineering	For people and biodiversity, impacts would likely be massive as well, and immediate and possibly irreversible.	Mitigation efforts so far have been limited in magnitude, tentative in implementation, and insufficient for slowing climate change enough to avoid potentially serious impacts.	DTORCD
1336	Geoengineering	Geoengineering poses tremendous risks to biodiversity and ecosystems depended upon for food, livelihood and survival by marginalized local and indigenous communities in developing countries.	Some commentators have suggested that consideration of geoengineering presents a moral hazard because it threatens to reduce the political and popular pressure for emissions reduction.	NS
1337	Geoengineering	To this day, the actual extent of potential impacts, opportunities, risks, and costs of geoengineering is unknown.	The project carries with it a tremendous range of uncertainties, ethical and political concerns, and the potential for catastrophic environmental side effects.	SS
1338	Geoengineering	One country's experiments could have devastating effects on other countries and the global climate system .	Because the effects of geoengineering could be unpredictable and variable, improved conditions in some parts of the world could be accompanied by worse conditions elsewhere.	HS
1339	Geoengineering	There are other purposes, including weather control, drought, crop destruction, profit, public poisoning, reducing intelligence for mind control and depopulation.	However, to date there has been very little research carried out to evaluate the potential hazards of geoengineering schemes on these sensitive ecosystems.	NS
1340	Geoengineering	They are also very clear that the real solution to the problem of global warming is to cut greenhouse gas pollution.	srfingerbut if its cheap and easy to treat the symptoms, then do you really need to create incredibly disruptive and costly regulations to treat the disease?	DTORCD
1341	Geoengineering	First, failure to address the non-temperature impacts of CO2 and other GHG emissions will cause great ecological and economic harm.	The project carries with it a tremendous range of uncertainties, ethical and political concerns, and the potential for catastrophic environmental side effects.	SS
1342	Geoengineering	(i) However, there are major uncertainties and potential risks concerning effectiveness, costs and social and environmental impacts.	Current antiretroviral therapies are expensive, have unpleasant side effects and do not provide a fully effective cure; nevertheless, they do dramatically increase survival rates.	DTORCD
1343	Geoengineering	First, failure to address the non-temperature impacts of CO2 and other GHG emissions will cause great ecological and economic harm.	However, to date there has been very little research carried out to evaluate the potential hazards of geoengineering schemes on these sensitive ecosystems.	NS
1344	Geoengineering	Mitigation efforts so far have been limited in magnitude, tentative in implementation, and insufficient for slowing climate change enough to avoid potentially serious impacts.	Some commentators have suggested that consideration of geoengineering presents a moral hazard because it threatens to reduce the political and popular pressure for emissions reduction.	NS
1345	Geoengineering	"The report notes that such methods ""could substantially influence the climate within months"" but may generate ""serious unintended consequences""."	The Society notes that geoengineering must be viewed with caution because manipulating the Earth system has considerable potential to trigger adverse and unpredictable consequences.	HS
1346	Geoengineering	First, failure to address the non-temperature impacts of CO2 and other GHG emissions will cause great ecological and economic harm.	The recent United Nations climate conference in Doha has demonstrated again that the UN climate negotiations are proving too slow in reducing global greenhouse gas emissions.	NS
1347	Geoengineering	(i) However, there are major uncertainties and potential risks concerning effectiveness, costs and social and environmental impacts.	Additionally, SRM approaches generally have greater potential to cause uneven environmental impacts beyond national or regional boundaries.	SS
1348	Geoengineering	"""I don't want to say I'm anti-drone, but I'll say they raise a lot of health and safety concerns that we are very concerned about."""	In terms of persuading people, Paltell said, science, medicine and ethics can help strengthen the case for using adult stem cells instead of embryonic ones.	DTORCD
1349	Geoengineering	Termination Effect - The rapid climate effects of suddenly stopping solar radiation management in the face of some unforeseen harmful side-effect or political crisis.	Some commentators have suggested that consideration of geoengineering presents a moral hazard because it threatens to reduce the political and popular pressure for emissions reduction.	NS
1350	Geoengineering	(i) However, there are major uncertainties and potential risks concerning effectiveness, costs and social and environmental impacts.	Climate Change & Stratospheric Geoengineering The rising temperatures of global climate change pose great risks to humanity and ecosystems.	NS
1351	Geoengineering	The deployment of geoengineering technologies may present the only chance for some especially vulnerable ecosystems to maintain their integrity in the face of irreversible damage.	If countries deploy geo-engineering hastily, without understanding the risks involved, they will be rolling a dice on causing further damage to the atmosphere and the environment.	NS
1352	Geoengineering	114 Even if there are not extreme consequences, reduced evaporation (and hence precipitation) is a likely consequence with possible negative effects on freshwater availability.115	The deployment of geoengineering technologies may present the only chance for some especially vulnerable ecosystems to maintain their integrity in the face of irreversible damage.	NS
1353	Geoengineering	(i) However, there are major uncertainties and potential risks concerning effectiveness, costs and social and environmental impacts.	The Society notes that geoengineering must be viewed with caution because manipulating the Earth system has considerable potential to trigger adverse and unpredictable consequences.	HS
1354	Geoengineering	As a result, they may attempt quite dangerous road crossings.	Natural Resources Researchers within the group are focusing on forestry and oil exploitation management and to a sustainable use of the remaining oil resources.	DTORCD
1355	Geoengineering	To this day, the actual extent of potential impacts, opportunities, risks, and costs of geoengineering is unknown.	Ultimately, the hazards posed by geoengineering might be minor in comparison to the hazards posed by unmitigated climate change.	SS
1356	Geoengineering	But such so-called sunshade geoengineering could have unintended consequences for climate, and especially for precipitation.	srfingerbut if its cheap and easy to treat the symptoms, then do you really need to create incredibly disruptive and costly regulations to treat the disease?	DTORCD
1357	Geoengineering	Researchers who study the ocean have warned that such experiments could have unknown, potentially harmful effects on marine ecosystems.	Termination Effect - The rapid climate effects of suddenly stopping solar radiation management in the face of some unforeseen harmful side-effect or political crisis.	SS
1358	Geoengineering	For people and biodiversity, impacts would likely be massive as well, and immediate and possibly irreversible.	Ocean fertilisation could cause damage to ocean ecosystems, increase ocean acidification and deplete the ocean of oxygen.	SS
1359	Geoengineering	* Solar Radiation Management Risks vs Atmospheric Carbon Removal (CDR) problems - risky?	Climate Change & Stratospheric Geoengineering The rising temperatures of global climate change pose great risks to humanity and ecosystems.	SS
1360	Geoengineering	Additionally, SRM approaches generally have greater potential to cause uneven environmental impacts beyond national or regional boundaries.	If countries deploy geo-engineering hastily, without understanding the risks involved, they will be rolling a dice on causing further damage to the atmosphere and the environment.	SS
1361	Geoengineering	* Solar Radiation Management Risks vs Atmospheric Carbon Removal (CDR) problems - risky?	There are other purposes, including weather control, drought, crop destruction, profit, public poisoning, reducing intelligence for mind control and depopulation.	NS
1362	Geoengineering	The project carries with it a tremendous range of uncertainties, ethical and political concerns, and the potential for catastrophic environmental side effects.	The Society notes that geoengineering must be viewed with caution because manipulating the Earth system has considerable potential to trigger adverse and unpredictable consequences.	HS
1363	Geoengineering	But there is substantial agreement that the impacts could become dangerous over the decades ahead.	"Risks include widespread drought, substantial ozone depletion, disrupting the ""global atmospheric electrical circuit,"" and even increasing greenhouse gases because of chemical changes to the atmosphere."	SS
1364	Geoengineering	Additionally, SRM approaches generally have greater potential to cause uneven environmental impacts beyond national or regional boundaries.	There are other purposes, including weather control, drought, crop destruction, profit, public poisoning, reducing intelligence for mind control and depopulation.	NS
1365	Geoengineering	Same goes for the documents one create; they're stored on a collection of servers accessed via the Internet.	A fuel cell vehicle also requires a reliable supply of air (oxygen) for the electrochemical reaction within the fuel cell.	DTORCD
1366	Geoengineering	"The report notes that such methods ""could substantially influence the climate within months"" but may generate ""serious unintended consequences""."	In particular, any further devastating climate impacts, particularly to vulnerable low-lying developing countries, may draw new calls for geoengineering research or interventions.	NS
1367	Geoengineering	To this day, the actual extent of potential impacts, opportunities, risks, and costs of geoengineering is unknown.	Because the effects of geoengineering could be unpredictable and variable, improved conditions in some parts of the world could be accompanied by worse conditions elsewhere.	HS
1368	Geoengineering	(i) However, there are major uncertainties and potential risks concerning effectiveness, costs and social and environmental impacts.	The consequences are enormous for human health, tree and plant health (lack of photosynthesis), oceans, weather, climate, solar power production, and crop production.	SS
1369	Geoengineering	Termination Effect - The rapid climate effects of suddenly stopping solar radiation management in the face of some unforeseen harmful side-effect or political crisis.	Current antiretroviral therapies are expensive, have unpleasant side effects and do not provide a fully effective cure; nevertheless, they do dramatically increase survival rates.	DTORCD
1370	Geoengineering	Additionally, SRM approaches generally have greater potential to cause uneven environmental impacts beyond national or regional boundaries.	Moreover, deliberately meddling with the climate system to counteract our prior inadvertent interference could have disastrous unintended side effects.	HS
1371	Geoengineering	* Solar Radiation Management Risks vs Atmospheric Carbon Removal (CDR) problems - risky?	Some commentators have suggested that consideration of geoengineering presents a moral hazard because it threatens to reduce the political and popular pressure for emissions reduction.	NS
1372	Geoengineering	(i) However, there are major uncertainties and potential risks concerning effectiveness, costs and social and environmental impacts.	Because the effects of geoengineering could be unpredictable and variable, improved conditions in some parts of the world could be accompanied by worse conditions elsewhere.	SS
1373	Geoengineering	114 Even if there are not extreme consequences, reduced evaporation (and hence precipitation) is a likely consequence with possible negative effects on freshwater availability.115	srfingerbut if its cheap and easy to treat the symptoms, then do you really need to create incredibly disruptive and costly regulations to treat the disease?	DTORCD
1374	Geoengineering	In particular, any further devastating climate impacts, particularly to vulnerable low-lying developing countries, may draw new calls for geoengineering research or interventions.	The deployment of geoengineering technologies may present the only chance for some especially vulnerable ecosystems to maintain their integrity in the face of irreversible damage.	HS
1375	Geoengineering	It is the perfect excuse: Geoengineering offers governments an option other than reducing emissions and protecting biodiversity.	Biomass and biochar As vegetation grows it removes large quantities of carbon from the atmosphere during photosynthesis.	DTORCD
1376	Geoengineering	(i) However, there are major uncertainties and potential risks concerning effectiveness, costs and social and environmental impacts.	And in particular, if this is a vulnerable region with subsistence farming prevailing, then this may pose a risk to food security on the local scale.	DTORCD
1377	Geoengineering	I am a proponent of medical research to find cures for various diseases.	"""The morning traffic copter is a horrid waste of money when you think that a helicopter is $4 million,"" Waite said."	DTORCD
1378	Geoengineering	The project carries with it a tremendous range of uncertainties, ethical and political concerns, and the potential for catastrophic environmental side effects.	Some commentators have suggested that consideration of geoengineering presents a moral hazard because it threatens to reduce the political and popular pressure for emissions reduction.	HS
1379	Geoengineering	Climate Change & Stratospheric Geoengineering The rising temperatures of global climate change pose great risks to humanity and ecosystems.	First, failure to address the non-temperature impacts of CO2 and other GHG emissions will cause great ecological and economic harm.	NS
1380	Geoengineering	Precedents for International Liability Researchers have identified many possible effects of solar geoengineering that could pose risks across international borders.	"scientists warn that ""it could have unpredictable, disastrous consequences for the Earth's weather systems and food supplies,"" the Guardian notes."	HS
1381	Geoengineering	(i) However, there are major uncertainties and potential risks concerning effectiveness, costs and social and environmental impacts.	Moreover, deliberately meddling with the climate system to counteract our prior inadvertent interference could have disastrous unintended side effects.	HS
