id,argument1,argument2,topic,score
1049,He should be given another chance to improve himself and make himself fit for the society .,We have looked at the pain caused by execution but what of the suffering ?,Death penalty,0.4464285714
1050,"And science can not solve all problems of evidence — especially when trial witnesses lie to protect themselves , or make a deal with prosecutors for a reduced sentence in exchange for testimony against someone else .",The most fundamental principle of justice is that the punishment should fit the crime .,Death penalty,0.4285714286
1051,"In the same , executing someone is not murder , it is punishment by society for a deserving criminal .","The death penalty involves medical doctors , who are sworn to preserve life , in the act of killing .",Death penalty,0.4464285714
1052,"In practice , the death penalty does not single out the worst offenders .","Most capital crimes are committed during moments of great emotional stress or under the influence of drugs or alcohol , when logical thinking has been suspended .",Death penalty,0.4107142857
1053,"John Wayne Gacy , who was not afraid of death , was executed via lethal injection — the most efficient , risk-free method .",Death penalty is a form of revenge .,Death penalty,0.3392857143
1054,""" Dignity Denied : The Experience of Murder Victims ' Family Members Who Oppose the Death Penalty : "" A report released by Murder Victims ' Families for Reconciliation provides an account of the experiences of murder victims ' family members who oppose capital punishment and steps that can be taken to protect these individuals from discrimination based on this opposition .","This is the one place , the one remnant of racism in our country is in the court system , enforcing the drug laws and enforcing the death penalty ... If you 're rich , you usually do n't meet the death penalty ... I do n't think it 's very good sign for civilization to still be invoking the death penalty .",Death penalty,0.6071428571
1055,"And , given the ingenuity of the best lawyers money can buy , there is probably no way to apply it to the worst murderers who happen to be wealthy .","Support For the Death Penalty Remains Low Despite Terrorists Attacks The Gallup Poll asked "" Are you in favor of the death penalty for a person convicted of murder ?",Death penalty,0.3928571429
1056,"Therefore using this logic , the appropriate punishment for murder is death .",Researchers examined the prison and post-release records of 533 prisoners on death row in 1972 whose sentences were reduced to incarceration for life by the Supreme Court 's ruling in Furman .,Death penalty,0.3571428571
1057,"Further , as some scholars and advocates have noted , the mental deterioration symptomatic of Death Row Syndrome may render an inmate incompetent to participate in their own post-conviction proceedings .","I believe life is sacred , therefore , one who takes a life should have his own life taken away , too .",Death penalty,0.3571428571
1058,There is no such thing as a humane method of putting a person to death irrespective of what the state may claim ( see later ) .,"The notion of an eye for an eye , or a life for a life , is a simplistic one which our society has never endorsed .",Death penalty,0.5892857143
1059,Perhaps the biggest reason to ban the death penalty is that it does n't change the fact that the victim is gone and will never come back .,"( Ayres McHenry and Associates , May 2004 ) In 2003 , polling results published by Gallup Poll , ABC News , and the Pew Research Center all measured support for capital punishment at 64 % , significantly below the public 's support for capital punishment in the 1990s .",Death penalty,0.4464285714
1060,""" No society can safely entrust the enforcement of its laws to torture , brutality , or killing .",And there 's reason to suspect they might : A 2005 study in the Lancet found that as many as four in 10 of those executed may have been given inadequate anesthesia .,Death penalty,0.4464285714
1061,"But in the 46-page dissent , Justice Stephen G. Breyer , joined by Justice Ruth Bader Ginsburg , said it was time to reconsider whether capital punishment was constitutional .","The Court explained that , in the United States , “ the condemned prisoner has to endure for many years the conditions on death row and the anguish and mounting tension of living in the ever-present shadow of death ” such that extraditing Soering would violate protections against “ inhuman or degrading treatment or punishment . ”",Death penalty,0.5892857143
1062,God said that the land is POLLUTED and DEFILED when killers go free .,Polling Reveals Only a Minority of Americans Supports Execution of Juvenile Offenders A series of public opinion polls reveals that only about a third of Americans support the death penalty as applied to those who are under the age of 18 at the time of their crime .,Death penalty,0.3035714286
1063,Death sentences are imposed in a criminal justice system that treats you better if you are rich and guilty than if you are poor and innocent .,Perhaps the only truly peaceful way to go is while asleep — but no one has ever come back to say that this did n’t hurt .,Death penalty,0.3928571429
1064,"It should n't be surprising to learn that public support for capital punishment may be based in large part on myths , misconceptions and conscious efforts by public officials to hide the ' death ' part of the death penalty .","In many other cases , there is good reason to believe that people who were executed were , in fact , innocent .",Death penalty,0.4285714286
1065,"It should n't be surprising to learn that public support for capital punishment may be based in large part on myths , misconceptions and conscious efforts by public officials to hide the ' death ' part of the death penalty .","There is concern at the number of convictions that are being declared unsafe by the Courts , particularly for the most serious offences such as murder and terrorism .",Death penalty,0.4464285714
1066,"Capital punishment was legal until 1972 , when the Supreme Court declared it unconstitutional in Furman v. Georgia stating that it violated the Eight and Fourteen Amendments citing cruel and unusual punishment .","Most capital crimes are committed during moments of great emotional stress or under the influence of drugs or alcohol , when logical thinking has been suspended .",Death penalty,0.5714285714
1067,"Remember , the death penalty saves lives .",Years later the DNA was matched to the real killer .,Death penalty,0.2321428571
1068,"Thus , for every seven people executed , we have found one person on death row who never should have been convicted .","Evidently , the threat of the death penalty ‘ does not even exert an incremental deterrent effect over the threat of a lesser punishment in the abolitionist states . ’",Death penalty,0.4821428571
1069,Perhaps the biggest reason to keep the death penalty is to prevent the crime from happening again .,It is useless in that it does n't bring the victim back to life .,Death penalty,0.5
1070,"It is also the only fitting retribution for murder I can think of . ""","Most capital crimes are committed during moments of great emotional stress or under the influence of drugs or alcohol , when logical thinking has been suspended .",Death penalty,0.3928571429
1071,"Cameron Todd Willingham , who claimed innocence all along , was executed for a crime he almost certainly did not commit .","He later recanted his confession , claiming his admission was the result of hours of coercive and abusive police interrogation .",Death penalty,0.7321428571
1072,"My point was that there is nothing within the ( false ) allegations that the Hypocratic Oath or "" Do no harm "" mandate medical professional not be involved with executions .","This is the one place , the one remnant of racism in our country is in the court system , enforcing the drug laws and enforcing the death penalty ... If you 're rich , you usually do n't meet the death penalty ... I do n't think it 's very good sign for civilization to still be invoking the death penalty .",Death penalty,0.4642857143
1073,"Whether you believe the judge or the attorney or me , or read the trial transcript - the end result is that Taylor Wells is culpable under the law and that the judge would have been perfectly within bounds to have him killed .",The absence of death penalty is synonymous to crime rate increase .,Death penalty,0.3571428571
1074,"ï ¿ ½ But even if it were real life imprisonment , itï ¿ ½ s deterrent effect will never be as great as that of the death penalty .","Former police chief Patrick Murphy once said , "" You try to find out how such a psycho could have put a bullet into that old woman 's head , and you find it 's because that kid does n't respect life .",Death penalty,0.3035714286
1075,"The ' last mile ' seemed an eternity , every step a painful reminder of what waited at the end of the walk .","We have perfected the art of institutional killing to the degree that it has deadened our natural , quintessentially human response to death .",Death penalty,0.3571428571
1076,"If murder is the willful deprivation of a victim ’s right to life , then the justice system ’s willful deprivation of the criminal ’s right to the same is — even if overly severe — a punishment which fits the most severe crime that can be committed .","As President Reagan has said in another context , doubt should always be resolved on the side of life .",Death penalty,0.4107142857
1077,"Not knowing when their time is up , or whether they will see their families one last time .","As Justice Powell has noted commenting on the numerous state capital cases that have come before the Supreme Court , the ‘ unprecedented safeguards ’ already inherent in capital sentencing statutes ‘ ensure a degree of care in the imposition of the sentence of death that can only be described as unique .",Death penalty,0.3571428571
1078,"In light of our constitutional history , the race-specific aspects of the death penalty in the South are profoundly unsettling .",The Church can not burn heretics alive for several centuries - then turn around and condemn the death penalty even in principle : but no explanation for this volte-face in doctrine has ever been given by Rome .,Death penalty,0.2678571429
1079,Christopher Newton ’s execution took over two hours – so long that he had to be given a bathroom break .,Mental-health care for people on the margins can do far more to prevent murder and other violence than executions ever can .,Death penalty,0.3214285714
1080,"Third and finally , the punishment of prison is expected to rehabilitate prisoners ; so that when prisoners are released from prison , these ex-convicts are less likely to repeat their crimes and risk another prison sentence .",As we said in Confronting the Culture of Violence : ' We can not teach that killing is wrong by killing . ',Death penalty,0.5
1081,"Electrocution can cause a quick death when all goes well , but seems to have a greater number of technical problems than any other method , often with the most gruesome consequences .",As we said in Confronting the Culture of Violence : ' We can not teach that killing is wrong by killing . ',Death penalty,0.4107142857
1082,"I am aware of the very recent , post 1950 , efforts by some Christian groups to oppose the death penalty , efforts which are dwarfed by the scholarship from the time of Jesus through today , as I detailed .","We know that 8 out of every 10 people executed or on death row are there for killing white people , where when we kill people of color there does n’t seem to be the same outrage of pressing for ultimate justice . ”",Death penalty,0.3214285714
1083,"There has been a general trend to a more punitive society , ( e.g. the "" three strikes and your out "" law ) over this period and cities such as New York claim great success in reducing crime rates through the use of "" zero tolerance "" policing policies .","Given the situation as I have described it , and as I believe it will continue so long as we have capital punishment , on could argue that the death penalty should be declared unconstitutional in all its forms .",Death penalty,0.5357142857
1084,"But as I stood and watched a grieving mother leave her son for the last time , I questioned how the sordid business of executions was supposed to be the great equalizer … .","Any remaining glimmers of doubt – about whether the man received due process , about his guilt , about our right to take life – cause us to rationalize these deaths with such catchwords as ‘ heinous , ’ ‘ deserved , ’ ‘ deterrent , ’ ‘ justice , ’ and ‘ painless . ’",Death penalty,0.6071428571
1085,"The death penalty honors human dignity by treating the defendant as a free moral actor able to control his own destiny for good or for ill ; it does not treat him as an animal with no moral sense . ""","Those cases are probably not even murder first degree , and certainly not death penalty cases . ”",Death penalty,0.5
1086,"Myra Hindley is a prime example of this phenomenon - whilst I am willing to believe that she changed as a person during her 37 years in prison and probably did not present any serious risk of re-offending , one has absolutely no guarantee of this and it does not obviate her responsibility for her crimes .","Application of the death penalty tends to be arbitrary and capricious ; for similar crimes , some are sentenced to death while others are not .",Death penalty,0.375
1087,Ninety-nine percent of criminal defendants end up penniless by the time their case is up for appeal .,"Deters Crime : There is no scientific proof that nations with capital punishment have a lower rate of crime , therefore the risk of the death penalty does not seem to deter crime .",Death penalty,0.3571428571
1088,"If the DP was good enough for Blessed Pius IX and his predecessors to employ , it makes no sense to call it unChristian .","The execution of juveniles is expressly forbidden in the International Covenant on Civil and Political Rights , the American Convention on Human Rights , the Geneva Convention Relative to the Protection of Civilian Persons in Time of War , and the United Nations Convention on the Rights of the Child .",Death penalty,0.5357142857
1089,It is unusual because only the United States of all the western industrialized nations engages in this punishment .,"Judges , prosecutors , public defenders , court reporters , jurors , bailiffs and other courtroom staff are all needed just to conduct a trial , and that means spending a lot of money from state coffers that could have been used elsewhere .",Death penalty,0.3214285714
1090,"To retribution theorists , the death penalty makes a moral point : it holds up as an example worthy of the most sever condemnation one who has committed the most opprobrious crime .","However , the real American system of capital punishment clearly fails when measured against the most common justifications for the infliction of punishment , deterrence , and retribution .",Death penalty,0.6607142857
1091,"( 19 ) Of course , when errors occur in securing a death penalty , the sentence should be invalidated , particularly because "" there is a significant constitutional difference between the death penalty and lesser punishments . """,Death is one penalty which makes error irreversible and the chance of error is inescapable when based on human judgment .,Death penalty,0.5357142857
1092,"Then in 1973 Isaac Ehrlich employed a new kind of analysis which produced results showing that for every inmate who was executed , 7 lives were spared because others were deterred from committing murder .",Studies by Thorsten Sellin ( 34 ) showed no demonstrable deterrent effect of capital punishment even during its heyday .,Death penalty,0.4821428571
1093,But in the case of capital punishment snatching away of the human life is the most terrifying consequence .,It creates another form of crime deterrent .,Death penalty,0.5357142857
1094,REBUTTAL TO INNOCENCE Executing the innocent is a rare but acceptable risk of the death penalty .,"The brutalization effect suggests that when violence is condoned via the death penalty , more violence occurs .",Death penalty,0.5178571429
1095,"Interestingly , the murder rate in the U.S. dropped from 24,562 in 1993 to 18,209 in 1997 , the lowest for years ( a 26 % reduction ) - during a period of increased use of the death penalty .",Please do n't take his life too . ',Death penalty,0.3392857143
1096,No civilian ’s job description should include killing another person .,"As a result , some state executioners have pursued questionable means of obtaining the deadly chemicals from other states and foreign companies , including a pharmaceutical wholesaler operating out of the back of a London driving school .",Death penalty,0.5535714286
1097,"The classic statistical study of racial discrimination in capital cases in Georgia presented in the McCleskey case showed that "" the average odds of receiving a death sentence among all indicted cases were 4.3 times higher in cases with white victims . """,Two other polls this year also recorded a drop in death penalty support to 64 % : ABC News poll and Pew Research Center Poll .,Death penalty,0.5714285714
1098,"However with the expensive costs of appeals in courts of law , it is arguable if capital punishment is truly cost effective when compared with the cost of life imprisonment .","Claims that each execution deters a certain number of murders have been thoroughly discredited by social science research . """,Death penalty,0.5
1099,"Since 1973 , at least 88 people have been released from death row after evidence of their innocence emerged .",Pew Poll Reveals Declining Support for the Death Penalty A recent Pew Research Center poll revealed a significant decline in support for the death penalty as 64 % of respondents supported the punishment compared to 78 % in 1996 .,Death penalty,0.3928571429
1100,Retribution is seen by many as an acceptable reason for the death penalty according to my survey results .,"Professor Austin Sarat estimates that “ executions by lethal injection are botched at a higher rate than any of the other methods employed since the late 19th century , 7 percent . ”",Death penalty,0.3928571429
1101,The death penalty is the only actually irrevocable penalty .,"Its imposition is often arbitrary , and always irrevocable – forever depriving an individual of the opportunity to benefit from new evidence or new laws that might warrant the reversal of a conviction , or the setting aside of a death sentence .",Death penalty,0.6785714286
1102,"In a time of painful budget cutbacks , states are pouring money into a system that results in a declining number of death sentences and executions that are almost exclusively carried out in just one area of the country .",Executions are premeditated killings in which society actually imitates the killer .,Death penalty,0.4821428571
1103,"While it does not explicitly prohibit capital punishment , the treaty does forbid the intentional infliction of pain .","Taking the life of a murderer is a similarly disproportionate punishment , especially in light of the fact that the U.S. executes only a small percentage of those convicted of murder , and these defendants are typically not the worst offenders but merely the ones with the fewest resources to defend themselves .",Death penalty,0.4285714286
1104,We need to take it off the table where death is not in the arbitration of deciding about how to punish criminals . ”,"The Hippocratic Oath , which says that “ I will give no deadly drug to anyone if asked , ” seems to ban a doctor ’s participation in an execution by lethal drugs .",Death penalty,0.4464285714
1105,To punish the criminal for his/her act .,"When including appeals , incarceration times and the actual execution in a death penalty case , the cost is closer to $ 3 million per inmate .",Death penalty,0.2678571429
1106,"There has been a general trend to a more punitive society , ( e.g. the "" three strikes and your out "" law ) over this period and cities such as New York claim great success in reducing crime rates through the use of "" zero tolerance "" policing policies .","But , the state contends , Buck had failed to show that the jury might have reached a different decision if the opinion had not been introduced , because there was plenty of evidence that Buck was likely to be dangerous in the future .",Death penalty,0.4464285714
1107,"[ quoting himself from Furman v. Georgia , 408 U.S. 238 , 257 ( 1972 ) ] As such it is a penalty that ' subjects the individual to a fate forbidden by the principle of civilized treatment guaranteed by the [ Clause ] . '",It provides a deterrent for prisoners already serving a life sentence .,Death penalty,0.3214285714
1108,"Money is not an inexhaustible commodity and the government may very well better spend our ( limited ) resources on the old , the young and the sick etc. , rather than on the long term imprisonment of murderers , rapists , etc .","Yet "" approximately 90 percent of those on death row could not afford to hire a lawyer when they were tried . "" )",Death penalty,0.4464285714
1109,"James Skillen , president of the Center for Public Justice , noted that many people do not understand the biblical history behind the use of the death penalty and how that history has been misused .","With a death sentence , the suffering is over in an instant .",Death penalty,0.3392857143
1110,The murderers get out of prison early and murder again .,The death penalty has no deterrent effect .,Death penalty,0.5535714286
1111,Perhaps the biggest reason to keep the death penalty is to prevent the crime from happening again .,Many would interpret the death penalty as violating this restriction .,Death penalty,0.5357142857
1112,Retribution is another word for revenge .,The most important one is the virtual certainty that genuinely innocent people will be executed and that there is no possible way of compensating them for this miscarriage of justice .,Death penalty,0.4107142857
1113,The endless appeals and required additional procedures clog our court system .,Two other polls this year also recorded a drop in death penalty support to 64 % : ABC News poll and Pew Research Center Poll .,Death penalty,0.25
1114,"If it does not dissuade , then it serves no purpose .","For the most cruel and heinous crimes , the ones for which the death penalty is applied , offenders deserve the worst punishment under our system of law , and that is the death penalty .",Death penalty,0.3392857143
1115,A revenge philosophy inevitably leads to an endless cycle of violence .,"That 's great going forward , but does little to help those already convicted by faulty eyewitness testimony , especially in cases like Davis ' , where the testimony was obtained with methods now known to substantially increase the odds of misidentification .",Death penalty,0.2857142857
1116,"I am aware of the very recent , post 1950 , efforts by some Christian groups to oppose the death penalty , efforts which are dwarfed by the scholarship from the time of Jesus through today , as I detailed .",It is clear that certainty of being caught is a very good deterrent - just look at how people observe speed limits when they see signs for speed cameras and yet break the speed limit as soon as the risk is passed .,Death penalty,0.4285714286
1117,A particular danger in our society is that we continue to do little or nothing effective about persistent juvenile offenders .,"Imprisoning innocent people is also wrong , but we can not empty the prisons because of that minimal risk .",Death penalty,0.4642857143
1118,Life without parole provides certain punishment without the endless reopening of wounds .,The electrode apparently burst from the strap holding it in place .,Death penalty,0.2857142857
1119,"Most murderers who do not have any money , receive the death penalty .","Others argue that what drives American support for capital punishment is the "" impermanent emotion of outrage . """,Death penalty,0.3571428571
1120,"Catholic , Jewish , and Protestant religious groups are among the more than 50 national organizations that constitute the National Coalition to Abolish the Death Penalty .",People are more brutalized by what they see on T.V. daily .,Death penalty,0.2857142857
1121,"We can reduce delay and costs only by abandoning the procedural safeguards and constitutional rights of suspects , defendants , and convicts – with the attendant high risk of convicting the wrong person and executing the innocent .","Abolitionists may contend that the death penalty is inherently immoral because governments should never take human life , no matter what the provocation .",Death penalty,0.6428571429
1122,"Deserved punishment protects society morally by restoring this just order , making the wrongdoer pay a price equivalent to the harm he has done .","Both the Old and New Testament says , “‘ Vengeance is mine , I will repay , ’ says the Lord ” ( Prov .",Death penalty,0.5714285714
1123,"Juries and judges weigh mitigating circumstances against aggravating factors and make the decision for death , based upon those cases wherein the mitigators are overwhelmed by the aggravators .","Yet these particular criminals are the least likely to be executed , the serial killers will be found insane and the drug barons will use any means to avoid conviction , e.g. intimidation of witnesses .",Death penalty,0.4285714286
1124,"In any even , the message , if any , that the real American system of capital punishment sends to the psyches of would-be-killers is quite limited : you may in a rare case be executed if you murder in the deepest South and kill a white person .",""" Murderers deserve to die . """,Death penalty,0.4464285714
1125,Capital punishment is the lawful infliction of death as a punishment and since ancient times it has been used for a wide variety of offences .,"The ‘ top ’ three executing countries – China , Iran and Iraq – have issued death sentences after unfair trials .",Death penalty,0.5
1126,"In 2014 , U.S. District Court Judge Cormac Carney held that the decades-long delays caused by California 's failure to provide lawyers for nearly 350 of its death-row prisoners made its death penalty system unconstitutionally cruel and unusual .","Yet we believe that we are called to seek a higher road even while punishing the guilty , for example through long and in some cases life-long incarceration , so that the healing of all can ultimately take place .",Death penalty,0.4642857143
1127,"Abolitionists appear to value the life of a convicted murderer or , at least , his non-execution , more highly than they value the lives of the innocent victims who might be spared by deterring prospective murderers .","Executions are sometimes painful , dirty , smelly and visually shocking as well .",Death penalty,0.3392857143
1128,"The death penalty is a symptom of a culture of violence , not a solution to it .",This tiny fraction of convicted murderers do not represent the “ worst of the worst ” .,Death penalty,0.375
1129,Opponents contend that there are instances where people commit pre-meditated crimes and are aware of what they are doing .,The threat of even the severest punishment will not discourage those who expect to escape detection and arrest .,Death penalty,0.6071428571
1130,They confirm the terrible truth that bias and discrimination warp our nation 's judicial system at the very time it matters most -- in matters of life and death .,"This is the most common and reasonable argument in favor of capital punishment , and there 's actually some evidence that the death penalty may be a deterrent to homicide .",Death penalty,0.4464285714
1131,Safety : Criminals who receive the death penalty are typically violent individuals .,"Perhaps because "" a return to the exercise of the death penalty weakens socially based inhibitions against the use of lethal force to settle disputes … . """,Death penalty,0.5714285714
1132,"Today , it is virtually abolished in all of Western Europe and most of Latin America .","Both as a deterrent and as a form of permanent incapacitation , the death penalty helps to prevent future crime .",Death penalty,0.4464285714
1133,"As the Lord teaches us , one who breaks a jot of the law has broken it all and "" we are all under the domination of sin ( Rom .","We should start by introducing stricter discipline from "" the bottom up , "" i.e. start with unruly children at school and on the streets and progress through young thugs and older thugs before we think about restoring capital punishment .",Death penalty,0.3571428571
1134,"Prosecutors , juries , and judges are much more likely to apply the death penalty when the victim is white and the defendant is black .",The threat of even the severest punishment will not discourage those who expect to escape detection and arrest .,Death penalty,0.4821428571
1135,"Remember , the death penalty saves lives .","A physician is a member of a profession dedicated to preserving life ... The use of a physician 's clinical skill and judgment for purposes other than promoting an individual 's health and welfare undermines a basic ethical foundation of medicine — first , do no harm .",Death penalty,0.2857142857
1136,DNA testing has shown that the alarms psychologists and cognitive scientists have been raising about eyewitnesses for years were well-founded -- eyewitness misidentification was a factor in about 75 percent of DNA exoneration cases .,"But if the threat had increased , the homicide rate may decrease .",Death penalty,0.5178571429
1137,"If the criminal knows that the justice system will not stop at putting him to death , then the system appears more draconian to him .","If murderers are sentenced to death and executed , potential murderers will think twice before killing for fear of losing their own life .",Death penalty,0.7857142857
1138,"Between 1930 and the end of 1996 , 4,220 prisoners were executed in the United States ; more than half ( 53 % ) were black .","The killer should not lie in some prison with three meals a day , clean sheets , cable TV , family visits and endless appeals .",Death penalty,0.25
1139,Proponents say that these figures clearly indicate the efficacy of capital punishment on deterring crimes .,"Wolfson concludes : "" Given that the deterrent effect of the death penalty for prison homicide is to be seriously doubted , it is clear that management and physical changes in prison would do more than any legislated legal sanction to reduce the number of prison murders . """,Death penalty,0.5357142857
1140,The Constitution does not require that a State eliminate any demonstrable disparity that correlates with a potentially irrelevant factor in order to operate a criminal justice system that includes capital punishment .,But death row itself is a terrible punishment .,Death penalty,0.4642857143
1141,I changed my mind because I recognized that the risks and costs associated with the death penalty are too high .,"And science can not solve all problems of evidence — especially when trial witnesses lie to protect themselves , or make a deal with prosecutors for a reduced sentence in exchange for testimony against someone else .",Death penalty,0.3928571429
1142,“ Don Harding took ten minutes and thirty one seconds to die .,"Although the terms are often used interchangeably , “ Death Row Phenomenon ” refers to the destructive consequences of long-term solitary confinement and the inevitable anxiety that results from awaiting one ’s own death , while “ Death Row Syndrome ” refers to the severe psychological illness that often results from Death Row Phenomenon .",Death penalty,0.3928571429
1143,This further illustrates that capital punishment does not deter individuals who are intent on murder .,Pew Poll Shows Sharp Drop in Death Penalty Support ( 2/2014 ) .,Death penalty,0.4107142857
1144,( cite ) Data on murder ratesÂ seem to discredit the deterrence theory as well .,The ABCNEWS.com poll found that 65 % of Americans support the death penalty when no alternative is offered .,Death penalty,0.4821428571
1145,"We know that the death penalty is applied overwhelmingly to the working class , ethnic minorities and other marginalised groups .","He says the death penalty is expensive , only because of frivolous appeals .",Death penalty,0.4285714286
1146,They are also human beings and in any fit of thought if he performs any inhuman activity then his whole personality should not be scaled by his act .,It has been proven these killers do it again and again .,Death penalty,0.4107142857
1147,"By committing the crime , the criminal volunteered to assume the risk of receiving a legal punishment that he could have avoided by not committing the crime .","He says the death penalty is expensive , only because of frivolous appeals .",Death penalty,0.4285714286
1148,Countries who execute commonly cite the death penalty as a way to deter people from committing crim e .,It is troubling as well that the current level of executions has been attained only by using expedited procedures that undermine confidence in the fairness of the death penalty process .,Death penalty,0.4107142857
1149,There is ‘ no support for the view that the death penalty provides a more effective deterrent to police homicides than alternative sanctions .,"Families of the executed are victims , too , according to the new report , which draws upon the stories of three dozen family members of inmates executed in the United States and demonstrates that their experiences and traumatic symptoms resemble those of many others who have suffered a violent loss .",Death penalty,0.5357142857
1150,The FBI has found the states with the death penalty have the highest murder rates .,"Capital Punishment snatches away life of the criminal in a fraction of a second , which does not lead to the repentance of the criminal .",Death penalty,0.5535714286
1151,"But it has no place in our justice system . ""","Even Walter Berns , an articulate proponent of the death penalty , told the Senate Judiciary Committee last year that capital punishment "" has traditionally been imposed in this country in a grossly discriminatory fashion "" and said that "" it remains to be seen whether this country can impose the death penalty without regard to race or class . """,Death penalty,0.6071428571
1152,Not for a single year was evidence found that police are safer in jurisdictions that provide for capital punishment . ’,Race and place determine who lives and who dies .,Death penalty,0.4107142857
1153,"It opposes the death penalty in all situations , and urges the immediate establishment of a universal moratorium on executions in all world regions with a view to total abolition .","In 1986 his conviction was reversed on grounds of withheld evidence pointing to another suspect ; he was retried , re-convicted , and sentenced to life in prison .",Death penalty,0.3928571429
1154,"As such , family members and loved ones of murder victims often find themselves entangled in the justice system for a very long time .",It has been proven these killers do it again and again .,Death penalty,0.3392857143
1155,"Several factors seen in the above sample of cases help explain why the judicial system can not guarantee that justice will never miscarry : overzealous prosecution , mistaken or perjured testimony , race , faulty police work , coerced confessions , the defendant 's previous criminal record , inept and under-resourced defense counsel , seemingly conclusive circumstantial evidence , and community pressure for a conviction , among others .","Of course , in most cases , you 're not going to have that kind of DNA evidence , so there is no way and there is no hope for them to be saved from what may be one of the biggest mistakes that our society can make . ”",Death penalty,0.5892857143
1156,"However with the expensive costs of appeals in courts of law , it is arguable if capital punishment is truly cost effective when compared with the cost of life imprisonment .","In the United States , Michigan was the first state to abolish it for murder in 1847 .",Death penalty,0.3928571429
1157,Another recent Louisiana study found that defendants with white victims were 97 % more likely to receive death sentences than defendants with black victims .,"The anti death penalty folks have a 70-83 % error rate in their "" exoneration "" or "" Innocence "" claims , with regard to those released from death row and a 100 % record of inaccuracy in claims of executing the innocent , in the US cases which I have reviewed .",Death penalty,0.5178571429
1158,We should work for strong prohibitions against all physician involvement in death-dealing .,Actual experience thus establishes beyond a reasonable doubt that the death penalty does not deter murder .,Death penalty,0.3571428571
1159,"Its imposition is often arbitrary , and always irrevocable – forever depriving an individual of the opportunity to benefit from new evidence or new laws that might warrant the reversal of a conviction , or the setting aside of a death sentence .","It is clear that in strict penal societies such as Singapore , that the crime rate is much lower than in effectively non-penal societies such as Britain .",Death penalty,0.3571428571
1160,"Religious , social and noncapital legal requirements all teach us not to murder .","No amount of outward physical acts , such as church attendance , receiving sacraments , confession , or being baptized can save you .",Death penalty,0.3928571429
1161,"When Alabama electrocuted John Louis Evans in 1983 , a strap ignited and burned a hole in the prisoner 's left leg .","We do not allow torturing the torturer , or raping the rapist .",Death penalty,0.4107142857
1162,A 2008 Columbia Law Review examination of the first 200 DNA exonerations found that just 18 of the convictions were at one time reversed by appellate courts .,"Sure , we can never completely eliminate all uncertainty , but nowadays , it 's about as close as you can get .",Death penalty,0.4107142857
1163,"We owe all the protection we can give to law enforcers exposed to special risks . """,( 20 ) The corollary of this imperative is that the current system of capital punishment violates a central tenet of capital justice - that the most reprehensible criminals deserve execution and others deserve lesser sentences .,Death penalty,0.3035714286
1164,It violates the right to life as proclaimed in the Universal Declaration of Human Rights .,"Because the sanction has been imposed upon them -- it is not their choice , except in the context that they put themselves at risk of the death penalty , because of their decision to murder , just as all criminals put themselves at risk of sanction because of their bad choices .",Death penalty,0.4642857143
1165,"Democrats ( 62 % ) , Republicans ( 59 % ) and Independents ( 51 % ) all opposed the practice .",It is dangerously simplistic to say that the rise in executions is the only factor in the reduction of homicides in the US .,Death penalty,0.3214285714
1166,"Indeed , in February 2012 , a three-judge panel of the Ninth Circuit Court of Appeals admonished the Arizona Department of Corrections , stating that its approach to execution “ can not continue ” and questioning the “ regularity and reliability ” of protocols that give complete discretion to the corrections director to determine which and how many drugs will be used for each execution .",Repeat murders are eliminated and foreseeable murders are deterred .,Death penalty,0.3928571429
1167,"Wolfson concludes : "" Given that the deterrent effect of the death penalty for prison homicide is to be seriously doubted , it is clear that management and physical changes in prison would do more than any legislated legal sanction to reduce the number of prison murders . ""","For capital punishment to really reduce crime , everyone of us must realise that we will personally and without doubt be put to death if we commit particular crimes and that there can be absolutely no hope of reprieve .",Death penalty,0.6785714286
1168,To punish the criminal for his/her act .,"Look , there are people who commit horrendous , horrendous , horrendous crimes : we all know that .",Death penalty,0.5535714286
1169,"Then in 1973 Isaac Ehrlich employed a new kind of analysis which produced results showing that for every inmate who was executed , 7 lives were spared because others were deterred from committing murder .",A revenge philosophy inevitably leads to an endless cycle of violence .,Death penalty,0.3928571429
1170,"Since then , states have developed a range of processes to ensure that mentally retarded individuals are not executed .","There are many cases like this , which make a mockery of the evil crimes these degenerates commit .",Death penalty,0.4285714286
1171,"11 ) I did provide the sources for the 14,000 - 28,000 murderers that we allowed to murder , again and the 40,000 - 200,000 innocents murdered by those criminals we released .",Both men acknowledge their crimes and recognise that they must face punishment .,Death penalty,0.3214285714
1172,82 % of respondents oppose the death penalty for the mentally retarded .,"Some of them waive appeals because they are doing the right thing , as they deserve their sanction and want to show that they accept it .",Death penalty,0.3214285714
1173,"Rather than subject witnesses to unnerving post-mortem twitching by prisoners who are experiencing no pain , prison officials instead use a procedure that leaves open the possibility of immense , unimaginable pain , but also ensures that witnesses will see no signs of it .","The United Nations ’ Universal Declaration of Human Rights , for one , dictates that “ no one shall be subjected to torture or to cruel , inhuman or degrading treatment or punishment . ”",Death penalty,0.5
1174,And states that have abolished capital punishment show no significant changes in either crime or murder rates .,"It 's time to move beyond capital punishment , to abolish it , and to instead use life imprisonment as the most severe form of sentencing for those who can not be trusted to live in common society . """,Death penalty,0.5178571429
