id,argument1,argument2,topic,score
2377,Raising the minimum wage would increase housing costs .,"According to the Congressional Budget Office report on The Effects of a Minimum-Wage Increase on Employment and Family Income , increasing the minimum wage from $ 7.25 to $ 10.10 per hour will only reduce the number of people in poverty by 900,000 , a relatively few portion of the 16.5 million people that would supposedly benefit from the raise .",Minimum wage,0.4285714286
2378,Minimum wage laws receive less support from economists than from the general public .,A new study by a trio of British labour-market economists ( including one at the Low Pay Commission ) attributes much of that contraction to the minimum wage .,Minimum wage,0.4642857143
2379,"First , many people who live in poverty do not work , and would thus be unaffected by an increase in the minimum wage .","Proponents of a higher minimum wage state that the current federal minimum wage of $ 7.25 per hour is too low for anyone to live on ; that a higher minimum wage will help create jobs and grow the economy ; that the declining value of the minimum wage is one of the primary causes of wage inequality between low - and middle-income workers ; and that a majority of Americans , including a slim majority of self-described conservatives , support increasing the minimum wage .",Minimum wage,0.5892857143
2380,Obama wants to raise the national minimum wage from $ 7.25 to $ 10.10 per hour .,"According to a 2015 report from the National Low Income Housing Coalition , a worker must earn at least $ 15.50 an hour ( over twice the federal minimum wage ) to be able to afford to rent a "" modest "" one-bedroom apartment , and $ 19.35 for a two-bedroom unit ( more than 2.5 times the minimum wage ) .",Minimum wage,0.4285714286
2381,If they were all working full time at the current minimum — and a majority are not — the income increase from the higher minimum wage would be only about $ 50 billion .,Raising the minimum wage to $ 10.10 would increase the income of at least sixteen million workers .,Minimum wage,0.6071428571
2382,"While the estimates of how much the minimum wage should be increased vary , many economists agree that if it had kept pace with rising productivity and incomes , it would be higher than the current $ 7.25 an hour .","But that is only part of the story – there are many less obvious downsides to an artificially high minimum wages that take longer to recognize , and it ’s those inevitable negative effects that lead economists to generally oppose minimum wage laws .",Minimum wage,0.4285714286
2383,Myth : Raising the federal minimum wage wo n't benefit workers in states where the hourly minimum rate is already higher than the federal minimum .,"Between July 2015 and the last increase in the minimum wage in 2009 , the federal minimum wage lost 8.1 % of its purchasing power to inflation .",Minimum wage,0.4821428571
2384,"Raising minimum wage would generally mean that those who work for these wages would have more money to spend into small businesses , businesses in general and that putting their money back into the community would help the economic downfall .","A tax credit is less politically palatable because it takes money directly out of federal coffers , while the minimum wage can be raised without it showing up directly on the government ’s books .",Minimum wage,0.6071428571
2385,The ability of the earned income tax credit to deliver larger monetary benefits to the poor workers than an increase in the minimum wage and at a lower cost to society was documented in a 2007 report by the Congressional Budget Office .,"In Massachusetts , very few workers would be affected by an increase in the federal minimum wage to $ 10.10 , as the Bay State already has a $ 9 minimum wage that is set to increase to $ 11 by 2017 .",Minimum wage,0.5892857143
2386,Supporters of minimum wage also believe that a minimum wage stimulates consumption and thus puts more money into the economy by allowing low paid workers to spend more .,"According to a 2015 report from the National Low Income Housing Coalition , a worker must earn at least $ 15.50 an hour ( over twice the federal minimum wage ) to be able to afford to rent a "" modest "" one-bedroom apartment , and $ 19.35 for a two-bedroom unit ( more than 2.5 times the minimum wage ) .",Minimum wage,0.4642857143
2387,"And given how low the federal minimum wage is in terms of its purchasing power , it would stand to reason that there ’s a lot of room to increase it before any adverse effects to the economy set in .","Where I stand Personally , I do n't believe $ 7.25 per hour is sustainable for the more than 3 million workers taking home the federal minimum wage , and I would contest that raising the wage is the right thing to do to boost the economy , lift worker morale and productivity , and improve the self-sufficiency of potentially millions of workers .",Minimum wage,0.5535714286
2388,"“ The typical worker who would be affected by an increase in the minimum wage to $ 10.10 per hour by 2015 looks nothing like the part-time , teen stereotype : She is in her early thirties , works full-time , and may have a family to support . ”","From a mathematical and logical perspective , increasing the minimum wage does not lift anyone out of poverty because the prior minimum wage already paid more than the official poverty rate .",Minimum wage,0.6607142857
2389,"Between July 2015 and the last increase in the minimum wage in 2009 , the federal minimum wage lost 8.1 % of its purchasing power to inflation .","Source : Emma Roller , "" Carly Fiorina : Raising the Minimum Wage Will Lead to ' Less Opportunity ' , "" National Journal , Aug. 17 , 2015 [ Editor 's Note : Fiorina said in this quote and on other occasions that there should not be a federal minimum wage , which is why we have classified her position as being "" Con "" to raising the federal minimum wage . ]",Minimum wage,0.4074074074
2390,A higher minimum wage would reduce government welfare spending .,"In the business sector , concerns include the expected increased cost of doing business , threats to profitability , rising levels of unemployment ( and subsequent higher government expenditure on welfare benefits raising tax rates ) , and the possible knock-on effects to the wages of more experienced workers who might already be earning the new statutory minimum wage , or slightly more .",Minimum wage,0.4642857143
2391,"In Massachusetts , very few workers would be affected by an increase in the federal minimum wage to $ 10.10 , as the Bay State already has a $ 9 minimum wage that is set to increase to $ 11 by 2017 .","Proponents of a higher minimum wage state that the current federal minimum wage of $ 7.25 per hour is too low for anyone to live on ; that a higher minimum wage will help create jobs and grow the economy ; that the declining value of the minimum wage is one of the primary causes of wage inequality between low - and middle-income workers ; and that a majority of Americans , including a slim majority of self-described conservatives , support increasing the minimum wage .",Minimum wage,0.5357142857
2392,"“ No business which depends for existence on paying less than living wages to its workers has any right to continue in this country , ” he said .","As President Franklin Roosevelt said in 1933 : "" No business which depends for existence on paying less than living wages to its workers has any right to continue in this country . """,Minimum wage,0.7142857143
2393,"Thus , according to this explanation , in the absence of the minimum wage law unskilled workers would be paid approximately the same amount and an increase above this equilibrium point could likely bring about increased unemployment for the low and unskilled workers .","First , many people who live in poverty do not work , and would thus be unaffected by an increase in the minimum wage .",Minimum wage,0.4464285714
2394,"Matthew Rousu , PhD , Associate Professor of Economics at Susquehanna University , wrote in a 2014 article that the federal minimum wage "" has a devastating impact on teenagers "" because firms will not pay many young workers with no skills or experience minimum wage , let alone a higher wage .","Some argue that by increasing the federal minimum wage , however , the economy will be adversely affected due to small businesses not being able to keep up with the need to subsequently increase all workers wages .",Minimum wage,0.5892857143
2395,"According to the Congressional Budget Office report on The Effects of a Minimum-Wage Increase on Employment and Family Income , increasing the minimum wage from $ 7.25 to $ 10.10 per hour will only reduce the number of people in poverty by 900,000 , a relatively few portion of the 16.5 million people that would supposedly benefit from the raise .","First , many people who live in poverty do not work , and would thus be unaffected by an increase in the minimum wage .",Minimum wage,0.5178571429
2396,"Melissa S. Kearney , PhD , and Benjamin Harris , PhD , of the Brookings Institution found that increasing the minimum wage would result in higher wages not only for the 3.7 million people earning minimum wage , but also for up to 35 million workers who make up to 150 % of the federal minimum wage .",Increasing the federal minimum wage would disproportionately harm the poorest areas of the United States .,Minimum wage,0.5178571429
2397,"For example , a gas station employs far fewer minimum-wage service personnel than a restaurant , and will be relatively unaffected by paying them another dollar per hour .","1one ) , actual cost to the customer with an increase in minimum wage is remarkably negligible .",Minimum wage,0.5357142857
2398,"That last argument is underscored by the exorbitant salaries earned by CEOs and other corporate titans , which are also the same people generally arguing against an increase in the minimum wage .","But any time an increase to the minimum wage is contemplated anywhere , business interests and conservative media outlets always come up with the same reasons why the minimum wage should stay where it is .",Minimum wage,0.4642857143
2399,"A 2014 University of California at Berkeley study found "" striking evidence that ... turnover rates for teens and restaurant workers fall substantially following a minimum wage increase , "" declining by about 2 % for a 10 % increase in the minimum wage .",The last time the minimum wage was federally increased in the United States was 2009 .,Minimum wage,0.3035714286
2400,"Alabama , Louisiana , Mississippi , South Carolina and Tennessee have no state minimum wage , relying solely on the federal minimum wage for workers who are covered by the Fair Labor Standards Act .","The manager of one Louisiana lumber company claimed that while the low cost of living in the South meant employers had n’t resorted to "" labor-saving machinery "" thus far , wage increases beyond a certain point would force them into doing so and "" eliminating over half of [ their ] men . """,Minimum wage,0.5892857143
2401,It ’s precisely because the redistributive effects of a minimum wage are complicated that most economists prefer other ways to help low-income families .,Though this mutes some of the direct redistributive value of the program — particularly if there ’s no constraining minimum wage — it also tends to increase employment .,Minimum wage,0.4642857143
2402,"Given the large spectrum of costs of living , it ’s no surprise that many regions have added increases above the federal minimum wage of $ 7.25 / hour .","The survey of more than 600 businesses found franchisees are more likely to take "" offsetting steps including reducing staff , reducing hours and using automation to manage the increased labor costs caused by minimum wage increases "" than are nonfranchised businesses .",Minimum wage,0.5
2403,"The survey of more than 600 businesses found franchisees are more likely to take "" offsetting steps including reducing staff , reducing hours and using automation to manage the increased labor costs caused by minimum wage increases "" than are nonfranchised businesses .","A 2013 article by the Federal Reserve Bank of Chicago stated that if the minimum wage is increased , fast-food restaurants would pass on almost 100 % of their increased labor costs on to consumers and that other firms may do the same .",Minimum wage,0.6785714286
2404,"In contrast to the simple supply and demand diagram , it was commonly found that teenagers withdrew from the labor force in response to the minimum wage , which produced the possibility of equal reductions in the supply as well as the demand for labor at a higher minimum wage and hence no impact on the unemployment rate .","To the extent that higher minimum wages result in lower firm profits and higher retail prices , that ’s a form of legal plunder by workers from employers and consumers that is objectionable .",Minimum wage,0.4642857143
2405,"Harvard 's Greg Mankiw writes about evidence that suggests raising the minimum wage has a particularly negative impact on employment opportunities for teens , quoting his economics textbook : “ The typical study finds that a 10 % increase in the minimum wage depresses teenage employment between 1 and 3 % .","The economics of the minimum wage are complicated , and it ’s far from obvious what an increase would accomplish .",Minimum wage,0.625
2406,Though this mutes some of the direct redistributive value of the program — particularly if there ’s no constraining minimum wage — it also tends to increase employment .,"But with a minimum wage increase , many of the families and people who now use these programs may no longer be eligible for them -- which could ultimately hurt these low-income individuals .",Minimum wage,0.5
2407,"Under the monopsonistic assumption , an appropriately set minimum wage could increase both wages and employment , with the optimal level being equal to the marginal product of labor .","Sanderson and many other economists and public policy experts fear a number of unintended consequences if the minimum wage is raised from its current level to $ 10.10 per hour , as President Barack Obama has proposed .",Minimum wage,0.5357142857
2408,"A 2015 report by the Alliance for a Just Society , found that "" the federal minimum wage of $ 7.25 per hour represents less than half of a living wage for a single adult "" and a worker supporting only himself would have to work 93 hours a week at the federal minimum wage in order to make ends meet "" or skip necessities like meals or medicine . ""","In announcing his wrongheaded proposal to increase the minimum wage to $ 9 an hour , President Obama spoke in lofty terms : “ In the wealthiest nation on Earth , ” he said in his State of the Union address last month , “ no one who works full time should have to live in poverty . ”",Minimum wage,0.5178571429
2409,If they were all working full time at the current minimum — and a majority are not — the income increase from the higher minimum wage would be only about $ 50 billion .,"In announcing his wrongheaded proposal to increase the minimum wage to $ 9 an hour , President Obama spoke in lofty terms : “ In the wealthiest nation on Earth , ” he said in his State of the Union address last month , “ no one who works full time should have to live in poverty . ”",Minimum wage,0.5
2410,"Matthew Rousu , PhD , Associate Professor of Economics at Susquehanna University , wrote in a 2014 article that the federal minimum wage "" has a devastating impact on teenagers "" because firms will not pay many young workers with no skills or experience minimum wage , let alone a higher wage .","Casey B. Mulligan , PhD , economics professor at the University of Chicago , stated that the teenage employment index fell sharply after the minimum wage increase of July 2009 ( a fall of about 8 % in three months , while the previous drop of 8 % took over a year ) : "" This suggests that the 2009 minimum-wage increase did significantly reduce teenage employment . """,Minimum wage,0.6428571429
2411,"Not true : While 29 states and the District of Columbia currently have a minimum wage higher than the federal minimum , increasing the federal minimum wage will boost the earnings for nearly 38 million low-wage workers nationwide .","If the federal minimum wage was raised from the current $ 7.25 to $ 9 an hour , the same family would be at 94 percent of the poverty line .",Minimum wage,0.4464285714
2412,"By increasing the minimum wage by almost three dollars more an hour , these workers would better be able to support themselves and their families .","According to the Economic Policy Institute , the average age of workers who would benefit from a higher minimum wage today is thirty-five .",Minimum wage,0.5535714286
2413,It is commonly argued that raising the minimum wage will hurt businesses by making them less profitable and decreasing their value to shareholders .,A 2015 study found that the decrease in the inflation-adjusted value of the minimum wage since the 1980s has been a contributor to America 's high levels of inequality .,Minimum wage,0.5714285714
2414,"Price increase : Employers might raise prices of their product in order to generate enough income to support their more highly paid minimum wage employees , which could ultimately create a ripple effect for other shops and industries , resulting in a slightly higher cost of living , resulting in another push to raise minimum wage again .","Inflation : The federal minimum wage needs to be raised in order to account for inflation , which raises every year and the minimum wage has only been risen three times in the past three decades .",Minimum wage,0.6428571429
2415,The aforementioned CBO report from 2013 estimated that half a million jobs would be lost if the federal minimum wage were raised to $ 10.10 per hour .,"In fact , a recent study by the Federal Reserve Bank of Chicago concluded that , following an increase in the minimum wage , spending by households with at least one minimum-wage worker increased by $ 700 per quarter .",Minimum wage,0.5357142857
2416,"GS compared the employment change between December and January in those 13 states to the states that did n’t raise minimum wage , and found that that the states with minimum-wage increases had faster employment growth than the states where the minimum wage remained at its 2013 level .","Work is supposed to make one independent , but with the inflation-adjusted federal minimum down by a third from its peak , low-wage workers depend on billions of dollars in public assistance just to make ends meet .",Minimum wage,0.4464285714
2417,"In Massachusetts , very few workers would be affected by an increase in the federal minimum wage to $ 10.10 , as the Bay State already has a $ 9 minimum wage that is set to increase to $ 11 by 2017 .","According to James K. Galbraith , PhD , Professor of Government at the University of Texas in Austin , "" [ b ] ecause payroll - and income-tax revenues would rise [ as a result of an increase in the minimum wage ] , the federal deficit would come down . """,Minimum wage,0.4821428571
2418,29 states plus the District of Columbia ( DC ) have a minimum wage higher than the federal minimum wage .,"The minimum wage in 1968 was $ 1.60 , which is equivalent to $ 11.16 in Jan. 2016 dollars and which is 53.9 % higher than today 's $ 7.25 federal minimum wage .",Minimum wage,0.4285714286
2419,"The Economic Policy Institute determined that by increasing the minimum wage to $ 10.10 , more than 1.7 million Americans would no longer be dependent on government assistance programs .",""" If we believe we should have a fair society , that in some sense the benefits of economic growth and technological progress should improve not just the living standards of business owners but of workers as well , then the minimum wage really should have grown more over time , "" said David Cooper , an economic analyst at the Economic Policy Institute .",Minimum wage,0.6607142857
2420,"GS compared the employment change between December and January in those 13 states to the states that did n’t raise minimum wage , and found that that the states with minimum-wage increases had faster employment growth than the states where the minimum wage remained at its 2013 level .","In Mississippi , by contrast , many employers will have to raise their wages , and it ’s a safe bet that virtually all of the cost of this minimum wage hike will be passed on to consumers in the form of higher prices .",Minimum wage,0.5714285714
2421,"1one ) , actual cost to the customer with an increase in minimum wage is remarkably negligible .",It is commonly argued that raising the minimum wage will hurt businesses by making them less profitable and decreasing their value to shareholders .,Minimum wage,0.5714285714
2422,"Given the large spectrum of costs of living , it ’s no surprise that many regions have added increases above the federal minimum wage of $ 7.25 / hour .","A study from the Federal Reserve Bank of Cleveland found that although low-income workers see wage increases when the minimum wage is raised , "" their hours and employment decline , and the combined effect of these changes is a decline in earned income ... minimum wages increase the proportion of families that are poor or near-poor . """,Minimum wage,0.5714285714
2423,Perhaps the fact that workers will have more to spend will blunt any impact from higher labor costs .,"Furthermore , the more low wage workers make , the more they will spend , which can help to offset the cost of higher wages for many companies .",Minimum wage,0.5357142857
2424,"Melissa S. Kearney , PhD , and Benjamin Harris , PhD , of the Brookings Institution found that increasing the minimum wage would result in higher wages not only for the 3.7 million people earning minimum wage , but also for up to 35 million workers who make up to 150 % of the federal minimum wage .","In other words , minimum-wage work is n’t just supplemental ; many households are relying either fully or substantially on full-time , minimum-wage work to pay the bills .",Minimum wage,0.6964285714
2425,"For more than 75 years , real GDP per capita has steadily increased , even when the minimum wage has been raised .",Myth : Raising the federal tipped minimum wage ( $ 2.13 per hour since 1991 ) would hurt restaurants .,Minimum wage,0.3035714286
2426,"If minimum wages do n’t hurt employment , then a federal minimum wage is unfair to workers in big cities because their raises will be less than those of small-town workers .",Not true : Minimum wage increases have little to no negative effect on employment as shown in independent studies from economists across the country .,Minimum wage,0.5535714286
2427,"Thought this view is n't particularly popular or strong , I 'm very strongly against raising the current minimum wage based on economic theory and empirical evidence which renders it an egregious policy proposition .",Raising the minimum wage is incredibly popular : voters even passed an increase to the minimum wage by an overwhelming margin in deeply conservative Arkansas .,Minimum wage,0.5535714286
2428,"Increases in wages are associated with increased productivity , according to many economists , including Janet Yellen , PhD , Chair of the Federal Reserve .","According to a Federal Reserve Bank of Chicago study , “ 10 percent increase in the minimum wage lowers low skill employment by 2 to 4 percent and total restaurant employment by 1 to 3 percent . ”",Minimum wage,0.4285714286
2429,Myth : Raising the federal minimum wage wo n't benefit workers in states where the hourly minimum rate is already higher than the federal minimum .,"Minimum-wage legislation , by its very nature , benefits some at the expense of the least experienced , least productive , and poorest workers . """,Minimum wage,0.5
2430,"In Massachusetts , very few workers would be affected by an increase in the federal minimum wage to $ 10.10 , as the Bay State already has a $ 9 minimum wage that is set to increase to $ 11 by 2017 .",Raising the minimum wage to $ 10.10 would increase the income of at least sixteen million workers .,Minimum wage,0.5714285714
2431,"Increasing the minimum wage would have a ripple effect , raising the incomes of people who make slightly above the minimum wage .","Proponents of a higher minimum wage state that the current federal minimum wage of $ 7.25 per hour is too low for anyone to live on ; that a higher minimum wage will help create jobs and grow the economy ; that the declining value of the minimum wage is one of the primary causes of wage inequality between low - and middle-income workers ; and that a majority of Americans , including a slim majority of self-described conservatives , support increasing the minimum wage .",Minimum wage,0.5892857143
2432,"Melissa S. Kearney , PhD , and Benjamin Harris , PhD , of the Brookings Institution found that increasing the minimum wage would result in higher wages not only for the 3.7 million people earning minimum wage , but also for up to 35 million workers who make up to 150 % of the federal minimum wage .",There is no good reason not to increase the federal minimum wage .,Minimum wage,0.4464285714
2433,"Increases in wages are associated with increased productivity , according to many economists , including Janet Yellen , PhD , Chair of the Federal Reserve .","GS compared the employment change between December and January in those 13 states to the states that did n’t raise minimum wage , and found that that the states with minimum-wage increases had faster employment growth than the states where the minimum wage remained at its 2013 level .",Minimum wage,0.7142857143
2434,Business could raise their prices : What often gets lost in the discussion about raising the minimum wage is that low-wage workers probably would n't be alone in having their wages hiked .,Opponents say raising the minimum wage will force employers to hire fewer people or pass the new costs on to consumers by raising prices on goods and services .,Minimum wage,0.625
2435,"According to the Congressional Budget Office report on The Effects of a Minimum-Wage Increase on Employment and Family Income , increasing the minimum wage from $ 7.25 to $ 10.10 per hour will only reduce the number of people in poverty by 900,000 , a relatively few portion of the 16.5 million people that would supposedly benefit from the raise .","A 2015 report by the Alliance for a Just Society , found that "" the federal minimum wage of $ 7.25 per hour represents less than half of a living wage for a single adult "" and a worker supporting only himself would have to work 93 hours a week at the federal minimum wage in order to make ends meet "" or skip necessities like meals or medicine . """,Minimum wage,0.6607142857
2436,"The Economic Policy Institute stated that a minimum wage increase from the current rate of $ 7.25 an hour to $ 10.10 would inject $ 22.1 billion net into the economy and create about 85,000 new jobs over a three-year phase-in period .","A 2014 study by Alex Smith , PhD , Assistant Professor of Economics at the United States Military Academy at West Point , found that "" an increase in the minimum wage from $ 7.25 to $ 10.10 ( 39 % ) ... would lead to a 2-4 percentage point decrease in the likelihood that a low-SES [ socio-economic status ] teen will drop out . """,Minimum wage,0.625
2437,"If politicians want to increase the earned income tax credit or other work-related welfare benefits , they should do the hard work of building political support for such policies , rather than choosing the roundabout approach of a minimum wage increase .","First , many people who live in poverty do not work , and would thus be unaffected by an increase in the minimum wage .",Minimum wage,0.5
2438,Increasing minimum wage to reflect a “ living wage ” is not as simple as simply raising the rate .,"In other words , minimum-wage work is n’t just supplemental ; many households are relying either fully or substantially on full-time , minimum-wage work to pay the bills .",Minimum wage,0.5892857143
2439,"Price increase : Employers might raise prices of their product in order to generate enough income to support their more highly paid minimum wage employees , which could ultimately create a ripple effect for other shops and industries , resulting in a slightly higher cost of living , resulting in another push to raise minimum wage again .",Increasing the minimum wage would allow teens to work fewer hours for the same amount of pay giving them more time to study and reducing the likelihood that they would drop out of high school .,Minimum wage,0.5178571429
2440,The aforementioned CBO report from 2013 estimated that half a million jobs would be lost if the federal minimum wage were raised to $ 10.10 per hour .,"The recent Congressional Budget Office report on the minimum wage estimates that an increase to $ 10.10 per hour would boost the weekly earnings of 16.5 million low-wage workers and bring 900,000 people above the poverty line .",Minimum wage,0.5892857143
2441,The ability of the earned income tax credit to deliver larger monetary benefits to the poor workers than an increase in the minimum wage and at a lower cost to society was documented in a 2007 report by the Congressional Budget Office .,"A tax credit is less politically palatable because it takes money directly out of federal coffers , while the minimum wage can be raised without it showing up directly on the government ’s books .",Minimum wage,0.5892857143
2442,"Where I stand Personally , I do n't believe $ 7.25 per hour is sustainable for the more than 3 million workers taking home the federal minimum wage , and I would contest that raising the wage is the right thing to do to boost the economy , lift worker morale and productivity , and improve the self-sufficiency of potentially millions of workers .","Relatively few employers will have to spend substantially more on their workforce under a higher federal minimum wage , and relatively few will have to raise their prices to account for it .",Minimum wage,0.625
2443,"A study from the Federal Reserve Bank of Cleveland found that although low-income workers see wage increases when the minimum wage is raised , "" their hours and employment decline , and the combined effect of these changes is a decline in earned income ... minimum wages increase the proportion of families that are poor or near-poor . ""","In other words , minimum-wage work is n’t just supplemental ; many households are relying either fully or substantially on full-time , minimum-wage work to pay the bills .",Minimum wage,0.625
2444,"For more than 75 years , real GDP per capita has steadily increased , even when the minimum wage has been raised .","In cities such as Los Angeles with a limited housing supply , raising the minimum wage but not increasing housing stock would lead to an increase in rental prices as "" 700,000 minimum wage workers will have more money to compete for the same low inventory of rental units , "" according to researchers from the University of California in Los Angeles .",Minimum wage,0.375
2445,Myth : Raising the federal minimum wage wo n't benefit workers in states where the hourly minimum rate is already higher than the federal minimum .,"In contrast to the simple supply and demand diagram , it was commonly found that teenagers withdrew from the labor force in response to the minimum wage , which produced the possibility of equal reductions in the supply as well as the demand for labor at a higher minimum wage and hence no impact on the unemployment rate .",Minimum wage,0.5178571429
2446,"GS compared the employment change between December and January in those 13 states to the states that did n’t raise minimum wage , and found that that the states with minimum-wage increases had faster employment growth than the states where the minimum wage remained at its 2013 level .","In other words , minimum-wage work is n’t just supplemental ; many households are relying either fully or substantially on full-time , minimum-wage work to pay the bills .",Minimum wage,0.5
2447,The main points of the conservative argument against raising the minimum wage tend to be as follows : Increasing it would lead businesses to either raise prices or fire workers ( or both ) in order to deal with a spiraling cost of labor .,"In contrast to the simple supply and demand diagram , it was commonly found that teenagers withdrew from the labor force in response to the minimum wage , which produced the possibility of equal reductions in the supply as well as the demand for labor at a higher minimum wage and hence no impact on the unemployment rate .",Minimum wage,0.6071428571
2448,"Raising the federal minimum wage to $ 15 an hour is a simple and effective way to fight growing inequality and empower working people to provide a decent life for their families . ""","The groundswell of support from unions , as well as Democratic politicians , has made a $ 15 minimum wage a popular option for addressing what Orrenius described as the bigger underlying problem : growing income inequality .",Minimum wage,0.7142857143
2449,"At $ 7.25 per hour a minimum wage workers earns $ 15,080 per year , which is already greater than the federally determined poverty level .","Where I stand Personally , I do n't believe $ 7.25 per hour is sustainable for the more than 3 million workers taking home the federal minimum wage , and I would contest that raising the wage is the right thing to do to boost the economy , lift worker morale and productivity , and improve the self-sufficiency of potentially millions of workers .",Minimum wage,0.6607142857
2450,"From a mathematical and logical perspective , increasing the minimum wage does not lift anyone out of poverty because the prior minimum wage already paid more than the official poverty rate .","Reich says the arguments of many opposed to a minimum wage increase are based on a "" basic Econ 101 model "" that does n't accurately represent the nuanced realities of industries that employ minimum wage workers .",Minimum wage,0.5535714286
2451,Today minimum wage is actually 11 % lower value wise than it was in 1933 .,"That means in real spending terms , the minimum wage has effectively been dropping .",Minimum wage,0.5714285714
2452,Supporters of minimum wage also believe that a minimum wage stimulates consumption and thus puts more money into the economy by allowing low paid workers to spend more .,"Melissa S. Kearney , PhD , and Benjamin Harris , PhD , of the Brookings Institution found that increasing the minimum wage would result in higher wages not only for the 3.7 million people earning minimum wage , but also for up to 35 million workers who make up to 150 % of the federal minimum wage .",Minimum wage,0.5178571429
2453,"Not true : While the federal minimum wage was only $ 3.35 per hour in 1981 and is currently $ 7.25 per hour in real dollars , when adjusted for inflation , the current federal minimum wage would need to be more than $ 8 per hour to equal its buying power of the early 1980s and more nearly $ 11 per hour to equal its buying power of the late 1960s .","The Institute for Policy Studies estimated in 2012 that personal income has grown by 100.6 % since 1968 , while the minimum wage has stagnated : "" If our standard for minimum wages had kept pace with overall income growth in the American economy , it would now be $ 21.16 per hour . """,Minimum wage,0.6607142857
2454,"Given the large spectrum of costs of living , it ’s no surprise that many regions have added increases above the federal minimum wage of $ 7.25 / hour .","Economists from the Federal Reserve Bank of Chicago predicted that a $ 1.75 rise in the federal minimum wage would increase aggregate household spending by $ 48 billion the following year , thus boosting GDP and leading to job growth .",Minimum wage,0.5357142857
2455,"According to a study by the Center for Economic and Policy Research ( CEPR ) , the federal minimum wage would have been $ 21.72 per hour in 2012 , instead of $ 7.25 , if the minimum wage had kept pace with increases in productivity since 1968 .","In announcing his wrongheaded proposal to increase the minimum wage to $ 9 an hour , President Obama spoke in lofty terms : “ In the wealthiest nation on Earth , ” he said in his State of the Union address last month , “ no one who works full time should have to live in poverty . ”",Minimum wage,0.5178571429
2456,Not true : Raising the federal minimum wage is an issue with broad popular support .,Increasing the federal minimum wage would disproportionately harm the poorest areas of the United States .,Minimum wage,0.4285714286
2457,"A 2014 study of 400 US Chief Financial Officers ( CFOs ) by Campbell Harvey , PhD , J. Paul Sticht Professor of International Business at Duke University , found that 70 % of CFOs would "" increase contracting , outsourcing , or moving actual production outside the United States "" if the minimum wage were raised to $ 10 an hour .","A 2014 University of California at Berkeley study found "" striking evidence that ... turnover rates for teens and restaurant workers fall substantially following a minimum wage increase , "" declining by about 2 % for a 10 % increase in the minimum wage .",Minimum wage,0.5178571429
2458,"A 2014 study found that raising the Californian minimum wage to $ 13 an hour would increase the incomes of 7.5 million families , meaning fewer would live in poverty .","A 2015 Purdue University study found that raising the wage of fast food restaurant employees to $ 15 or $ 22 per hour would result in a price increase of 4.3 % and 25 % respectively , or a reduction in product size between 12 % and 70 % : "" a hamburger would be much smaller , "" the researchers stated .",Minimum wage,0.5357142857
2459,While many critics site the effect that a substantial increase in minimum wage would have on the economy like higher prices for food and other essentials this is actually not a REAL con of minimum wage increases .,Increasing minimum wage also has its disadvantages that can seriously effect workers .,Minimum wage,0.625
2460,Myth : Raising the federal minimum wage wo n't benefit workers in states where the hourly minimum rate is already higher than the federal minimum .,"In 2014 , supporters of minimum wage cited a study that found that job creation within the United States is faster in states that raised their minimum wages .",Minimum wage,0.5357142857
2461,"Not true : While 29 states and the District of Columbia currently have a minimum wage higher than the federal minimum , increasing the federal minimum wage will boost the earnings for nearly 38 million low-wage workers nationwide .","Inflation : The federal minimum wage needs to be raised in order to account for inflation , which raises every year and the minimum wage has only been risen three times in the past three decades .",Minimum wage,0.5357142857
2462,"Given the large spectrum of costs of living , it ’s no surprise that many regions have added increases above the federal minimum wage of $ 7.25 / hour .","[ citation needed ] In contrast , opponents of the minimum wage say it increases poverty , increases unemployment ( particularly among unskilled or inexperienced workers ) and is damaging to businesses , because excessively high minimum wages require businesses to raise the prices of their product or service to accommodate the extra expense of paying a higher wage .",Minimum wage,0.3571428571
2463,""" By increasing workers ' take-home pay , families gain both financial security and an increased ability to purchase goods and services , thus creating jobs for other Americans , "" concluded left-leaning Washington , D.C.-based think tank the Economic Policy Institute in a brief supporting minimum wage increases .","Economists from the Federal Reserve Bank of Chicago predicted that a $ 1.75 rise in the federal minimum wage would increase aggregate household spending by $ 48 billion the following year , thus boosting GDP and leading to job growth .",Minimum wage,0.6785714286
2464,The last time the minimum wage was federally increased in the United States was 2009 .,"According to the Economic Policy Institute , the minimum wage in the United States would have been $ 18.28 in 2013 if the minimum wage had kept pace with labor productivity .",Minimum wage,0.5714285714
2465,While many critics site the effect that a substantial increase in minimum wage would have on the economy like higher prices for food and other essentials this is actually not a REAL con of minimum wage increases .,"By definition , the federal minimum wage applies across the country , despite the fact that average wages and price levels vary considerably from place to place .",Minimum wage,0.3392857143
2466,"Increasing the minimum wage would have a ripple effect , raising the incomes of people who make slightly above the minimum wage .","In the business sector , concerns include the expected increased cost of doing business , threats to profitability , rising levels of unemployment ( and subsequent higher government expenditure on welfare benefits raising tax rates ) , and the possible knock-on effects to the wages of more experienced workers who might already be earning the new statutory minimum wage , or slightly more .",Minimum wage,0.6428571429
